plant,Q,network,subset
VIVI,1,Reservoir_2022_spring,non_serpentine
LUMI,0.875,Reservoir_2022_spring,serpentine
TRHI,0.5,Reservoir_2022_spring,serpentine
ERGU,0.8666666666666666,Rock_2022_spring,full
LUMI,0.5764957264957264,Rock_2022_spring,full
LUSU,0.4586419753086419,Rock_2022_spring,full
TRFU,0.7436998854524627,Rock_2022_spring,full
VIVI,0.4074888944765736,Rock_2022_spring,full
VIVI,1,Rock_2022_spring,non_serpentine
ERGU,0.8666666666666666,Rock_2022_spring,serpentine
LUMI,0.6166056166056166,Rock_2022_spring,serpentine
LUSU,0.6825396825396826,Rock_2022_spring,serpentine
TRFU,0.9375104427736006,Rock_2022_spring,serpentine
AMME,0.09090909090909091,Rock_2023_spring,full
DICA,0.09090909090909091,Rock_2023_spring,full
ERGU,0.125,Rock_2023_spring,full
HIIN,0.09090909090909091,Rock_2023_spring,full
LACA,0.29545454545454547,Rock_2023_spring,full
PLER,0.09090909090909091,Rock_2023_spring,full
TRFU,0.33030303030303027,Rock_2023_spring,full
TRLA,0.1792207792207792,Rock_2023_spring,full
VIVI,0.9234906462585034,Rock_2023_spring,full
AMME,0.5,Rock_2023_spring,non_serpentine
HIIN,0.5,Rock_2023_spring,non_serpentine
VIVI,1,Rock_2023_spring,non_serpentine
DICA,0.1111111111111111,Rock_2023_spring,serpentine
ERGU,1,Rock_2023_spring,serpentine
LACA,0.3055555555555556,Rock_2023_spring,serpentine
PLER,0.1111111111111111,Rock_2023_spring,serpentine
TRFU,0.5,Rock_2023_spring,serpentine
TRLA,0.6666666666666666,Rock_2023_spring,serpentine
CRHI,0.875,Rock_2024_spring,full
DICA,0.07142857142857142,Rock_2024_spring,full
ERGU,0.3755952380952381,Rock_2024_spring,full
MIDO,0.7142857142857143,Rock_2024_spring,full
PHIM,0.5,Rock_2024_spring,full
RACA,0.3727891156462585,Rock_2024_spring,full
TRFU,0.6551282051282052,Rock_2024_spring,full
TRLA,0.19047619047619047,Rock_2024_spring,full
VIVI,0.9401709401709402,Rock_2024_spring,full
VIVI,1,Rock_2024_spring,non_serpentine
CRHI,0.875,Rock_2024_spring,serpentine
DICA,0.07142857142857142,Rock_2024_spring,serpentine
ERGU,0.3755952380952381,Rock_2024_spring,serpentine
MIDO,0.7142857142857143,Rock_2024_spring,serpentine
PHIM,1,Rock_2024_spring,serpentine
RACA,0.3727891156462585,Rock_2024_spring,serpentine
TRFU,0.6903846153846155,Rock_2024_spring,serpentine
TRLA,0.19047619047619047,Rock_2024_spring,serpentine
ESCA,0.46527777777777773,South_Goatgrass_2024_spring,full
LACA,0.9365831342272488,South_Goatgrass_2024_spring,full
LUBI,0.025139499692627798,South_Goatgrass_2024_spring,full
TRAL,0.41666666666666663,South_Goatgrass_2024_spring,full
TRFU,0.20796874293326095,South_Goatgrass_2024_spring,full
VIVI,0.9600122834074737,South_Goatgrass_2024_spring,full
VIVI,1,South_Goatgrass_2024_spring,non_serpentine
ESCA,0.46527777777777773,South_Goatgrass_2024_spring,serpentine
LACA,0.9408524578228391,South_Goatgrass_2024_spring,serpentine
LUBI,0.6599999999999999,South_Goatgrass_2024_spring,serpentine
TRAL,0.6666666666666666,South_Goatgrass_2024_spring,serpentine
TRFU,0.40232015175835395,South_Goatgrass_2024_spring,serpentine
ESCA,0.36,Tac_Shack_2022_spring,full
LUMI,0.5371527777777778,Tac_Shack_2022_spring,full
LUSU,0.6747917293987755,Tac_Shack_2022_spring,full
VIVI,0.8421729754931957,Tac_Shack_2022_spring,full
VIVI,1,Tac_Shack_2022_spring,non_serpentine
ESCA,0.3684210526315789,Tac_Shack_2022_spring,serpentine
LUMI,0.564172149122807,Tac_Shack_2022_spring,serpentine
LUSU,0.8981562703053931,Tac_Shack_2022_spring,serpentine
AMME,0.55,Upper_Grid_1_2023_spring,full
Asteraceae_sp.,0.06944444444444445,Upper_Grid_1_2023_spring,full
DEVA,0.1,Upper_Grid_1_2023_spring,full
DICA,0.4587412587412587,Upper_Grid_1_2023_spring,full
GITR,0.40297979797979794,Upper_Grid_1_2023_spring,full
LACA,0.7624040404040404,Upper_Grid_1_2023_spring,full
LODA,0.09090909090909091,Upper_Grid_1_2023_spring,full
PHTA,0.5,Upper_Grid_1_2023_spring,full
PLER,1,Upper_Grid_1_2023_spring,full
RACA,0.05555555555555555,Upper_Grid_1_2023_spring,full
VIVI,0.6,Upper_Grid_1_2023_spring,full
AMME,1,Upper_Grid_1_2023_spring,non_serpentine
VIVI,1,Upper_Grid_1_2023_spring,non_serpentine
Asteraceae_sp.,0.06944444444444445,Upper_Grid_1_2023_spring,serpentine
DEVA,0.1111111111111111,Upper_Grid_1_2023_spring,serpentine
DICA,0.45959595959595956,Upper_Grid_1_2023_spring,serpentine
GITR,0.4752020202020202,Upper_Grid_1_2023_spring,serpentine
LACA,0.7649437229437229,Upper_Grid_1_2023_spring,serpentine
LODA,0.09090909090909091,Upper_Grid_1_2023_spring,serpentine
PHTA,0.5,Upper_Grid_1_2023_spring,serpentine
PLER,1,Upper_Grid_1_2023_spring,serpentine
RACA,0.05555555555555555,Upper_Grid_1_2023_spring,serpentine
DEHE,0.4,Upper_Grid_2_2023_spring,full
DICA,0.23018867924528302,Upper_Grid_2_2023_spring,full
ESCA,0.0625,Upper_Grid_2_2023_spring,full
LACA,0.018867924528301886,Upper_Grid_2_2023_spring,full
LODA,0.5094339622641509,Upper_Grid_2_2023_spring,full
LUMI,0.03773584905660377,Upper_Grid_2_2023_spring,full
LUSU,0.8091656770902054,Upper_Grid_2_2023_spring,full
Sidalcea_sp.,0.009433962264150943,Upper_Grid_2_2023_spring,full
TRFU,0.27122641509433965,Upper_Grid_2_2023_spring,full
TRLA,1,Upper_Grid_2_2023_spring,full
VIVI,0.965042093100033,Upper_Grid_2_2023_spring,full
VIVI,1,Upper_Grid_2_2023_spring,non_serpentine
DEHE,1,Upper_Grid_2_2023_spring,serpentine
DICA,0.23018867924528302,Upper_Grid_2_2023_spring,serpentine
ESCA,0.2,Upper_Grid_2_2023_spring,serpentine
LACA,0.018867924528301886,Upper_Grid_2_2023_spring,serpentine
LODA,0.5094339622641509,Upper_Grid_2_2023_spring,serpentine
LUMI,0.03773584905660377,Upper_Grid_2_2023_spring,serpentine
LUSU,0.8546979226224509,Upper_Grid_2_2023_spring,serpentine
Sidalcea_sp.,0.009433962264150943,Upper_Grid_2_2023_spring,serpentine
TRFU,0.27122641509433965,Upper_Grid_2_2023_spring,serpentine
TRLA,1,Upper_Grid_2_2023_spring,serpentine
ACWR,0.008,Upper_Grid_2_2024_spring,full
DEHE,0.024000000000000004,Upper_Grid_2_2024_spring,full
DICA,0.36946875,Upper_Grid_2_2024_spring,full
LUSU,0.44711111111111107,Upper_Grid_2_2024_spring,full
TRFU,0.6032757201646091,Upper_Grid_2_2024_spring,full
VIVI,0.9538242009132422,Upper_Grid_2_2024_spring,full
VIVI,1,Upper_Grid_2_2024_spring,non_serpentine
ACWR,0.008,Upper_Grid_2_2024_spring,serpentine
DEHE,0.024000000000000004,Upper_Grid_2_2024_spring,serpentine
DICA,0.389,Upper_Grid_2_2024_spring,serpentine
LUSU,0.6693333333333333,Upper_Grid_2_2024_spring,serpentine
TRFU,0.6250864197530864,Upper_Grid_2_2024_spring,serpentine
CHGL,0.7857142857142857,Upper_Seep_2023_spring,full
CRHI,0.75,Upper_Seep_2023_spring,full
DICA,1,Upper_Seep_2023_spring,full
ERGU,0.46527777777777773,Upper_Seep_2023_spring,full
ERHI,1,Upper_Seep_2023_spring,full
ESCA,0.16666666666666666,Upper_Seep_2023_spring,full
GITR,0.6,Upper_Seep_2023_spring,full
LUSU,1,Upper_Seep_2023_spring,full
PHTA,0.25,Upper_Seep_2023_spring,full
VIVI,0.968884892086331,Upper_Seep_2023_spring,full
VIVI,1,Upper_Seep_2023_spring,non_serpentine
CHGL,0.7857142857142857,Upper_Seep_2023_spring,serpentine
CRHI,1,Upper_Seep_2023_spring,serpentine
DICA,1,Upper_Seep_2023_spring,serpentine
ERGU,0.7777777777777778,Upper_Seep_2023_spring,serpentine
ERHI,1,Upper_Seep_2023_spring,serpentine
ESCA,0.16666666666666666,Upper_Seep_2023_spring,serpentine
GITR,1,Upper_Seep_2023_spring,serpentine
LUSU,1,Upper_Seep_2023_spring,serpentine
PHTA,1,Upper_Seep_2023_spring,serpentine
ASFA,0.6720181405895691,Vineyard_2022_summer,full
CESO,0.88783508361678,Vineyard_2022_summer,full
CLPU,0.00390625,Vineyard_2022_summer,full
GRCA,0.08528645833333333,Vineyard_2022_summer,full
HECO,0.42365933641975306,Vineyard_2022_summer,full
HEEX,0.34307482448107446,Vineyard_2022_summer,full
HOMA,0.01953125,Vineyard_2022_summer,full
STAL,1,Vineyard_2022_summer,full
TRLA,0.7685185185185185,Vineyard_2022_summer,full
ZETR,0.0078125,Vineyard_2022_summer,full
CESO,1,Vineyard_2022_summer,non_serpentine
ASFA,0.781962481962482,Vineyard_2022_summer,serpentine
CLPU,0.04,Vineyard_2022_summer,serpentine
GRCA,0.10333333333333333,Vineyard_2022_summer,serpentine
HECO,0.4983333333333333,Vineyard_2022_summer,serpentine
HEEX,0.6958857808857809,Vineyard_2022_summer,serpentine
HOMA,0.2,Vineyard_2022_summer,serpentine
STAL,1,Vineyard_2022_summer,serpentine
TRLA,0.8518518518518517,Vineyard_2022_summer,serpentine
ZETR,0.08,Vineyard_2022_summer,serpentine
CESO,0.8541666666666666,Vineyard_2023_summer,full
CLGR,1,Vineyard_2023_summer,full
ERGU,0.41666666666666663,Vineyard_2023_summer,full
GRCA,1,Vineyard_2023_summer,full
HOMA,1,Vineyard_2023_summer,full
CESO,1,Vineyard_2023_summer,non_serpentine
CLGR,1,Vineyard_2023_summer,serpentine
ERGU,1,Vineyard_2023_summer,serpentine
GRCA,1,Vineyard_2023_summer,serpentine
HOMA,1,Vineyard_2023_summer,serpentine
ANAR,0.2,Vineyard_2024_summer,full
ASFA,0.610204081632653,Vineyard_2024_summer,full
CESO,0.6242404394190109,Vineyard_2024_summer,full
CIVU,0.03125,Vineyard_2024_summer,full
HEEX,0.6494636316064888,Vineyard_2024_summer,full
SOCA,0.875,Vineyard_2024_summer,full
STAL,0.25,Vineyard_2024_summer,full
ZETR,0.77734375,Vineyard_2024_summer,full
ANAR,0.5,Vineyard_2024_summer,non_serpentine
CESO,0.9864864864864865,Vineyard_2024_summer,non_serpentine
ASFA,0.7621951219512195,Vineyard_2024_summer,serpentine
CIVU,0.034482758620689655,Vineyard_2024_summer,serpentine
HEEX,0.7938555347091932,Vineyard_2024_summer,serpentine
SOCA,0.875,Vineyard_2024_summer,serpentine
STAL,0.25,Vineyard_2024_summer,serpentine
ZETR,0.8931645552985703,Vineyard_2024_summer,serpentine
